message,level,source,method,time
Sell Price 0.0034827  | Buy Price  0.00343772,INFO,com.nubits.nubot.tasks.strategy.PriceMonitorTriggerTask,computeNewPrices,Mar 10 2015 02:33:01.491 UTC
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegTask,notifyPriceChanged,Mar 10 2015 02:33:01.491 UTC
Shift needed on ccedk
Reason : 3 minutes elapsed since last shift,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegTask,notifyPriceChanged,Mar 10 2015 02:33:01.491 UTC
Immediately try to cancel all orders,INFO,com.nubits.nubot.tasks.strategy.StrategySecondaryPegUtils,shiftWalls,Mar 10 2015 02:33:01.492 UTC
Order 3189951 deleted succesfully,WARNING,com.nubits.nubot.trading.wrappers.CcedkWrapper,clearOrders,Mar 10 2015 02:33:02.562 UTC
Order 3189947 deleted succesfully,WARNING,com.nubits.nubot.trading.wrappers.CcedkWrapper,clearOrders,Mar 10 2015 02:33:03.851 UTC
CCEDK uses global TX fee  currency pair not supported.now calling getTxFee(),WARNING,com.nubits.nubot.trading.wrappers.CcedkWrapper,getTxFee,Mar 10 2015 02:33:09.101 UTC
Strategy - Submit order : BUY side order :  BUY 2.519 NBT @ 0.00343772 BTC,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegUtils,initOrders,Mar 10 2015 02:33:09.102 UTC
Strategy - BUY Response1 = 3189986,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegUtils,initOrders,Mar 10 2015 02:33:09.701 UTC
Liquidity is not being sent  a wall shift is happening. Will send on next execution.,WARNING,com.nubits.nubot.tasks.SubmitLiquidityinfoTask,checkOrders,Mar 10 2015 02:33:12.779 UTC
Strategy - Submit order : BUY side order :  BUY 1.6131 NBT @ 0.00343772 BTC,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegUtils,initOrders,Mar 10 2015 02:33:15.348 UTC
Strategy : BUY Response2 = 3189996,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegUtils,initOrders,Mar 10 2015 02:33:15.758 UTC
Wall shift successful,INFO,com.nubits.nubot.tasks.strategy.StrategySecondaryPegTask,notifyPriceChanged,Mar 10 2015 02:33:22.163 UTC
javax.net.ssl.SSLHandshakeException: sun.security.validator.ValidatorException: PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,SEVERE,com.nubits.nubot.pricefeeds.CoinbasePriceFeed,getLastPrice,Mar 10 2015 02:33:22.240 UTC
Error while updating BTC price from coinbase,WARNING,com.nubits.nubot.pricefeeds.PriceFeedManager,getLastPrices,Mar 10 2015 02:33:22.241 UTC
Tue Mar 10 02:33:22 GMT 2015 blockchain BTC 289.0 USD 0.0034827 0.00343772 ,WARNING,com.nubits.nubot.tasks.strategy.PriceMonitorTriggerTask,computeNewPrices,Mar 10 2015 02:33:22.241 UTC

,INFO,com.nubits.nubot.tasks.SubmitLiquidityinfoTask,checkOrders,Mar 10 2015 02:35:23.664 UTC
javax.net.ssl.SSLHandshakeException: sun.security.validator.ValidatorException: PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,SEVERE,com.nubits.nubot.pricefeeds.CoinbasePriceFeed,getLastPrice,Mar 10 2015 02:36:01.265 UTC
Error while updating BTC price from coinbase,WARNING,com.nubits.nubot.pricefeeds.PriceFeedManager,getLastPrices,Mar 10 2015 02:36:01.265 UTC
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.strategy.PriceMonitorTriggerTask,verifyPegPrices,Mar 10 2015 02:36:01.455 UTC
Sell Price 0.00348017  | Buy Price  0.00343522,INFO,com.nubits.nubot.tasks.strategy.PriceMonitorTriggerTask,computeNewPrices,Mar 10 2015 02:36:01.455 UTC
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegTask,notifyPriceChanged,Mar 10 2015 02:36:01.456 UTC
Shift needed on ccedk
Reason : 3 minutes elapsed since last shift,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegTask,notifyPriceChanged,Mar 10 2015 02:36:01.456 UTC
Immediately try to cancel all orders,INFO,com.nubits.nubot.tasks.strategy.StrategySecondaryPegUtils,shiftWalls,Mar 10 2015 02:36:01.456 UTC
Order 3189996 deleted succesfully,WARNING,com.nubits.nubot.trading.wrappers.CcedkWrapper,clearOrders,Mar 10 2015 02:36:02.555 UTC
Order 3189986 deleted succesfully,WARNING,com.nubits.nubot.trading.wrappers.CcedkWrapper,clearOrders,Mar 10 2015 02:36:03.579 UTC
CCEDK uses global TX fee  currency pair not supported.now calling getTxFee(),WARNING,com.nubits.nubot.trading.wrappers.CcedkWrapper,getTxFee,Mar 10 2015 02:36:08.808 UTC
Strategy - Submit order : BUY side order :  BUY 2.5209 NBT @ 0.00343522 BTC,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegUtils,initOrders,Mar 10 2015 02:36:08.808 UTC
Strategy - BUY Response1 = 3190018,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegUtils,initOrders,Mar 10 2015 02:36:09.624 UTC
Strategy - Submit order : BUY side order :  BUY 1.6143 NBT @ 0.00343522 BTC,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegUtils,initOrders,Mar 10 2015 02:36:15.424 UTC
Strategy : BUY Response2 = 3190029,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegUtils,initOrders,Mar 10 2015 02:36:15.880 UTC
Wall shift successful,INFO,com.nubits.nubot.tasks.strategy.StrategySecondaryPegTask,notifyPriceChanged,Mar 10 2015 02:36:22.435 UTC
javax.net.ssl.SSLHandshakeException: sun.security.validator.ValidatorException: PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,SEVERE,com.nubits.nubot.pricefeeds.CoinbasePriceFeed,getLastPrice,Mar 10 2015 02:36:22.520 UTC
Error while updating BTC price from coinbase,WARNING,com.nubits.nubot.pricefeeds.PriceFeedManager,getLastPrices,Mar 10 2015 02:36:22.520 UTC
Tue Mar 10 02:36:22 GMT 2015 blockchain BTC 289.21 USD 0.00348017 0.00343522 ,WARNING,com.nubits.nubot.tasks.strategy.PriceMonitorTriggerTask,computeNewPrices,Mar 10 2015 02:36:22.521 UTC

,INFO,com.nubits.nubot.tasks.SubmitLiquidityinfoTask,checkOrders,Mar 10 2015 02:37:33.719 UTC
javax.net.ssl.SSLHandshakeException: sun.security.validator.ValidatorException: PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,SEVERE,com.nubits.nubot.pricefeeds.CoinbasePriceFeed,getLastPrice,Mar 10 2015 02:39:01.505 UTC
Error while updating BTC price from coinbase,WARNING,com.nubits.nubot.pricefeeds.PriceFeedManager,getLastPrices,Mar 10 2015 02:39:01.506 UTC
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.strategy.PriceMonitorTriggerTask,verifyPegPrices,Mar 10 2015 02:39:01.670 UTC
Sell Price 0.00347177  | Buy Price  0.00342693,INFO,com.nubits.nubot.tasks.strategy.PriceMonitorTriggerTask,computeNewPrices,Mar 10 2015 02:39:01.671 UTC
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegTask,notifyPriceChanged,Mar 10 2015 02:39:01.671 UTC
Shift needed on ccedk
Reason : 3 minutes elapsed since last shift,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegTask,notifyPriceChanged,Mar 10 2015 02:39:01.672 UTC
Immediately try to cancel all orders,INFO,com.nubits.nubot.tasks.strategy.StrategySecondaryPegUtils,shiftWalls,Mar 10 2015 02:39:01.672 UTC
Order 3190029 deleted succesfully,WARNING,com.nubits.nubot.trading.wrappers.CcedkWrapper,clearOrders,Mar 10 2015 02:39:02.638 UTC
Order 3190018 deleted succesfully,WARNING,com.nubits.nubot.trading.wrappers.CcedkWrapper,clearOrders,Mar 10 2015 02:39:03.649 UTC
CCEDK uses global TX fee  currency pair not supported.now calling getTxFee(),WARNING,com.nubits.nubot.trading.wrappers.CcedkWrapper,getTxFee,Mar 10 2015 02:39:05.647 UTC
Strategy - Submit order : BUY side order :  BUY 2.527 NBT @ 0.00342693 BTC,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegUtils,initOrders,Mar 10 2015 02:39:05.648 UTC
Strategy - BUY Response1 = 3190052,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegUtils,initOrders,Mar 10 2015 02:39:06.080 UTC
Strategy - Submit order : BUY side order :  BUY 1.6189 NBT @ 0.00342693 BTC,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegUtils,initOrders,Mar 10 2015 02:39:11.585 UTC
Strategy : BUY Response2 = 3190057,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegUtils,initOrders,Mar 10 2015 02:39:12.100 UTC
Wall shift successful,INFO,com.nubits.nubot.tasks.strategy.StrategySecondaryPegTask,notifyPriceChanged,Mar 10 2015 02:39:18.490 UTC
javax.net.ssl.SSLHandshakeException: sun.security.validator.ValidatorException: PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,SEVERE,com.nubits.nubot.pricefeeds.CoinbasePriceFeed,getLastPrice,Mar 10 2015 02:39:18.577 UTC
Error while updating BTC price from coinbase,WARNING,com.nubits.nubot.pricefeeds.PriceFeedManager,getLastPrices,Mar 10 2015 02:39:18.577 UTC
Tue Mar 10 02:39:18 GMT 2015 blockchain BTC 289.91 USD 0.00347177 0.00342693 ,WARNING,com.nubits.nubot.tasks.strategy.PriceMonitorTriggerTask,computeNewPrices,Mar 10 2015 02:39:18.577 UTC

,INFO,com.nubits.nubot.tasks.SubmitLiquidityinfoTask,checkOrders,Mar 10 2015 02:39:43.588 UTC

,INFO,com.nubits.nubot.tasks.SubmitLiquidityinfoTask,checkOrders,Mar 10 2015 02:41:53.606 UTC
javax.net.ssl.SSLHandshakeException: sun.security.validator.ValidatorException: PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,SEVERE,com.nubits.nubot.pricefeeds.CoinbasePriceFeed,getLastPrice,Mar 10 2015 02:42:01.267 UTC
Error while updating BTC price from coinbase,WARNING,com.nubits.nubot.pricefeeds.PriceFeedManager,getLastPrices,Mar 10 2015 02:42:01.267 UTC
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.strategy.PriceMonitorTriggerTask,verifyPegPrices,Mar 10 2015 02:42:01.387 UTC
Sell Price 0.00347081  | Buy Price  0.00342598,INFO,com.nubits.nubot.tasks.strategy.PriceMonitorTriggerTask,computeNewPrices,Mar 10 2015 02:42:01.387 UTC
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegTask,notifyPriceChanged,Mar 10 2015 02:42:01.387 UTC
Shift needed on ccedk
Reason : 3 minutes elapsed since last shift,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegTask,notifyPriceChanged,Mar 10 2015 02:42:01.387 UTC
Immediately try to cancel all orders,INFO,com.nubits.nubot.tasks.strategy.StrategySecondaryPegUtils,shiftWalls,Mar 10 2015 02:42:01.387 UTC
Order 3190057 deleted succesfully,WARNING,com.nubits.nubot.trading.wrappers.CcedkWrapper,clearOrders,Mar 10 2015 02:42:02.338 UTC
Order 3190052 deleted succesfully,WARNING,com.nubits.nubot.trading.wrappers.CcedkWrapper,clearOrders,Mar 10 2015 02:42:03.573 UTC
CCEDK uses global TX fee  currency pair not supported.now calling getTxFee(),WARNING,com.nubits.nubot.trading.wrappers.CcedkWrapper,getTxFee,Mar 10 2015 02:42:08.643 UTC
Strategy - Submit order : BUY side order :  BUY 2.5277 NBT @ 0.00342598 BTC,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegUtils,initOrders,Mar 10 2015 02:42:08.644 UTC
Strategy - BUY Response1 = 3190084,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegUtils,initOrders,Mar 10 2015 02:42:09.094 UTC
Strategy - Submit order : BUY side order :  BUY 1.6215 NBT @ 0.00342598 BTC,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegUtils,initOrders,Mar 10 2015 02:42:14.536 UTC
Strategy : BUY Response2 = 3190094,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegUtils,initOrders,Mar 10 2015 02:42:15.226 UTC
Wall shift successful,INFO,com.nubits.nubot.tasks.strategy.StrategySecondaryPegTask,notifyPriceChanged,Mar 10 2015 02:42:21.820 UTC
javax.net.ssl.SSLHandshakeException: sun.security.validator.ValidatorException: PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,SEVERE,com.nubits.nubot.pricefeeds.CoinbasePriceFeed,getLastPrice,Mar 10 2015 02:42:21.904 UTC
Error while updating BTC price from coinbase,WARNING,com.nubits.nubot.pricefeeds.PriceFeedManager,getLastPrices,Mar 10 2015 02:42:21.904 UTC
Tue Mar 10 02:42:21 GMT 2015 blockchain BTC 289.99 USD 0.00347081 0.00342598 ,WARNING,com.nubits.nubot.tasks.strategy.PriceMonitorTriggerTask,computeNewPrices,Mar 10 2015 02:42:21.905 UTC

,INFO,com.nubits.nubot.tasks.SubmitLiquidityinfoTask,checkOrders,Mar 10 2015 02:44:03.775 UTC
javax.net.ssl.SSLHandshakeException: sun.security.validator.ValidatorException: PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,SEVERE,com.nubits.nubot.pricefeeds.CoinbasePriceFeed,getLastPrice,Mar 10 2015 02:45:01.397 UTC
Error while updating BTC price from coinbase,WARNING,com.nubits.nubot.pricefeeds.PriceFeedManager,getLastPrices,Mar 10 2015 02:45:01.397 UTC
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.strategy.PriceMonitorTriggerTask,verifyPegPrices,Mar 10 2015 02:45:01.562 UTC
Sell Price 0.00347081  | Buy Price  0.00342598,INFO,com.nubits.nubot.tasks.strategy.PriceMonitorTriggerTask,computeNewPrices,Mar 10 2015 02:45:01.563 UTC
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegTask,notifyPriceChanged,Mar 10 2015 02:45:01.563 UTC
Shift needed on ccedk
Reason : 3 minutes elapsed since last shift,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegTask,notifyPriceChanged,Mar 10 2015 02:45:01.563 UTC
Immediately try to cancel all orders,INFO,com.nubits.nubot.tasks.strategy.StrategySecondaryPegUtils,shiftWalls,Mar 10 2015 02:45:01.564 UTC
Order 3190094 deleted succesfully,WARNING,com.nubits.nubot.trading.wrappers.CcedkWrapper,clearOrders,Mar 10 2015 02:45:02.657 UTC
Order 3190084 deleted succesfully,WARNING,com.nubits.nubot.trading.wrappers.CcedkWrapper,clearOrders,Mar 10 2015 02:45:04.100 UTC
CCEDK uses global TX fee  currency pair not supported.now calling getTxFee(),WARNING,com.nubits.nubot.trading.wrappers.CcedkWrapper,getTxFee,Mar 10 2015 02:45:10.090 UTC
Strategy - Submit order : BUY side order :  BUY 2.5277 NBT @ 0.00342598 BTC,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegUtils,initOrders,Mar 10 2015 02:45:10.091 UTC
Strategy - BUY Response1 = 3190120,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegUtils,initOrders,Mar 10 2015 02:45:10.557 UTC
Strategy - Submit order : BUY side order :  BUY 1.6218 NBT @ 0.00342598 BTC,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegUtils,initOrders,Mar 10 2015 02:45:16.055 UTC
Strategy : BUY Response2 = 3190131,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegUtils,initOrders,Mar 10 2015 02:45:16.543 UTC
Wall shift successful,INFO,com.nubits.nubot.tasks.strategy.StrategySecondaryPegTask,notifyPriceChanged,Mar 10 2015 02:45:22.964 UTC
javax.net.ssl.SSLHandshakeException: sun.security.validator.ValidatorException: PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,SEVERE,com.nubits.nubot.pricefeeds.CoinbasePriceFeed,getLastPrice,Mar 10 2015 02:45:23.047 UTC
Error while updating BTC price from coinbase,WARNING,com.nubits.nubot.pricefeeds.PriceFeedManager,getLastPrices,Mar 10 2015 02:45:23.047 UTC
Tue Mar 10 02:45:22 GMT 2015 blockchain BTC 289.99 USD 0.00347081 0.00342598 ,WARNING,com.nubits.nubot.tasks.strategy.PriceMonitorTriggerTask,computeNewPrices,Mar 10 2015 02:45:23.047 UTC

,INFO,com.nubits.nubot.tasks.SubmitLiquidityinfoTask,checkOrders,Mar 10 2015 02:46:13.633 UTC
javax.net.ssl.SSLHandshakeException: sun.security.validator.ValidatorException: PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,SEVERE,com.nubits.nubot.pricefeeds.CoinbasePriceFeed,getLastPrice,Mar 10 2015 02:48:01.386 UTC
Error while updating BTC price from coinbase,WARNING,com.nubits.nubot.pricefeeds.PriceFeedManager,getLastPrices,Mar 10 2015 02:48:01.387 UTC
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.strategy.PriceMonitorTriggerTask,verifyPegPrices,Mar 10 2015 02:48:01.507 UTC
Sell Price 0.00345674  | Buy Price  0.0034121,INFO,com.nubits.nubot.tasks.strategy.PriceMonitorTriggerTask,computeNewPrices,Mar 10 2015 02:48:01.507 UTC
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegTask,notifyPriceChanged,Mar 10 2015 02:48:01.507 UTC
Shift needed on ccedk
Reason : 3 minutes elapsed since last shift,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegTask,notifyPriceChanged,Mar 10 2015 02:48:01.508 UTC
Immediately try to cancel all orders,INFO,com.nubits.nubot.tasks.strategy.StrategySecondaryPegUtils,shiftWalls,Mar 10 2015 02:48:01.508 UTC
Order 3190131 deleted succesfully,WARNING,com.nubits.nubot.trading.wrappers.CcedkWrapper,clearOrders,Mar 10 2015 02:48:02.540 UTC
Order 3190120 deleted succesfully,WARNING,com.nubits.nubot.trading.wrappers.CcedkWrapper,clearOrders,Mar 10 2015 02:48:03.760 UTC
CCEDK uses global TX fee  currency pair not supported.now calling getTxFee(),WARNING,com.nubits.nubot.trading.wrappers.CcedkWrapper,getTxFee,Mar 10 2015 02:48:04.772 UTC
Strategy - Submit order : BUY side order :  BUY 2.5379 NBT @ 0.0034121 BTC,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegUtils,initOrders,Mar 10 2015 02:48:04.773 UTC
Strategy - BUY Response1 = 3190154,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegUtils,initOrders,Mar 10 2015 02:48:05.507 UTC
Strategy - Submit order : BUY side order :  BUY 1.6284 NBT @ 0.0034121 BTC,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegUtils,initOrders,Mar 10 2015 02:48:10.956 UTC
Strategy : BUY Response2 = 3190158,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegUtils,initOrders,Mar 10 2015 02:48:11.389 UTC
Wall shift successful,INFO,com.nubits.nubot.tasks.strategy.StrategySecondaryPegTask,notifyPriceChanged,Mar 10 2015 02:48:17.866 UTC
javax.net.ssl.SSLHandshakeException: sun.security.validator.ValidatorException: PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,SEVERE,com.nubits.nubot.pricefeeds.CoinbasePriceFeed,getLastPrice,Mar 10 2015 02:48:17.942 UTC
Error while updating BTC price from coinbase,WARNING,com.nubits.nubot.pricefeeds.PriceFeedManager,getLastPrices,Mar 10 2015 02:48:17.943 UTC
Tue Mar 10 02:48:17 GMT 2015 blockchain BTC 291.17 USD 0.00345674 0.0034121 ,WARNING,com.nubits.nubot.tasks.strategy.PriceMonitorTriggerTask,computeNewPrices,Mar 10 2015 02:48:17.943 UTC

,INFO,com.nubits.nubot.tasks.SubmitLiquidityinfoTask,checkOrders,Mar 10 2015 02:48:23.667 UTC

,INFO,com.nubits.nubot.tasks.SubmitLiquidityinfoTask,checkOrders,Mar 10 2015 02:50:33.756 UTC
javax.net.ssl.SSLHandshakeException: sun.security.validator.ValidatorException: PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,SEVERE,com.nubits.nubot.pricefeeds.CoinbasePriceFeed,getLastPrice,Mar 10 2015 02:51:01.358 UTC
Error while updating BTC price from coinbase,WARNING,com.nubits.nubot.pricefeeds.PriceFeedManager,getLastPrices,Mar 10 2015 02:51:01.358 UTC
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.strategy.PriceMonitorTriggerTask,verifyPegPrices,Mar 10 2015 02:51:01.521 UTC
Sell Price 0.00345674  | Buy Price  0.0034121,INFO,com.nubits.nubot.tasks.strategy.PriceMonitorTriggerTask,computeNewPrices,Mar 10 2015 02:51:01.522 UTC
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegTask,notifyPriceChanged,Mar 10 2015 02:51:01.522 UTC
Shift needed on ccedk
Reason : 3 minutes elapsed since last shift,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegTask,notifyPriceChanged,Mar 10 2015 02:51:01.523 UTC
Immediately try to cancel all orders,INFO,com.nubits.nubot.tasks.strategy.StrategySecondaryPegUtils,shiftWalls,Mar 10 2015 02:51:01.523 UTC
Order 3190158 deleted succesfully,WARNING,com.nubits.nubot.trading.wrappers.CcedkWrapper,clearOrders,Mar 10 2015 02:51:02.896 UTC
Order 3190154 deleted succesfully,WARNING,com.nubits.nubot.trading.wrappers.CcedkWrapper,clearOrders,Mar 10 2015 02:51:03.886 UTC
CCEDK uses global TX fee  currency pair not supported.now calling getTxFee(),WARNING,com.nubits.nubot.trading.wrappers.CcedkWrapper,getTxFee,Mar 10 2015 02:51:06.821 UTC
Strategy - Submit order : BUY side order :  BUY 2.5379 NBT @ 0.0034121 BTC,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegUtils,initOrders,Mar 10 2015 02:51:06.822 UTC
Strategy - BUY Response1 = 3190189,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegUtils,initOrders,Mar 10 2015 02:51:07.222 UTC
Strategy - Submit order : BUY side order :  BUY 1.6321 NBT @ 0.0034121 BTC,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegUtils,initOrders,Mar 10 2015 02:51:12.863 UTC
Strategy : BUY Response2 = 3190195,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegUtils,initOrders,Mar 10 2015 02:51:13.274 UTC
Wall shift successful,INFO,com.nubits.nubot.tasks.strategy.StrategySecondaryPegTask,notifyPriceChanged,Mar 10 2015 02:51:19.676 UTC
javax.net.ssl.SSLHandshakeException: sun.security.validator.ValidatorException: PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,SEVERE,com.nubits.nubot.pricefeeds.CoinbasePriceFeed,getLastPrice,Mar 10 2015 02:51:19.758 UTC
Error while updating BTC price from coinbase,WARNING,com.nubits.nubot.pricefeeds.PriceFeedManager,getLastPrices,Mar 10 2015 02:51:19.759 UTC
Tue Mar 10 02:51:19 GMT 2015 blockchain BTC 291.17 USD 0.00345674 0.0034121 ,WARNING,com.nubits.nubot.tasks.strategy.PriceMonitorTriggerTask,computeNewPrices,Mar 10 2015 02:51:19.759 UTC

,INFO,com.nubits.nubot.tasks.SubmitLiquidityinfoTask,checkOrders,Mar 10 2015 02:52:43.610 UTC
javax.net.ssl.SSLHandshakeException: sun.security.validator.ValidatorException: PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,SEVERE,com.nubits.nubot.pricefeeds.CoinbasePriceFeed,getLastPrice,Mar 10 2015 02:54:01.284 UTC
Error while updating BTC price from coinbase,WARNING,com.nubits.nubot.pricefeeds.PriceFeedManager,getLastPrices,Mar 10 2015 02:54:01.284 UTC
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.strategy.PriceMonitorTriggerTask,verifyPegPrices,Mar 10 2015 02:54:01.410 UTC
Sell Price 0.00345508  | Buy Price  0.00341046,INFO,com.nubits.nubot.tasks.strategy.PriceMonitorTriggerTask,computeNewPrices,Mar 10 2015 02:54:01.411 UTC
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegTask,notifyPriceChanged,Mar 10 2015 02:54:01.411 UTC
Shift needed on ccedk
Reason : 3 minutes elapsed since last shift,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegTask,notifyPriceChanged,Mar 10 2015 02:54:01.411 UTC
Immediately try to cancel all orders,INFO,com.nubits.nubot.tasks.strategy.StrategySecondaryPegUtils,shiftWalls,Mar 10 2015 02:54:01.411 UTC
Order 3190195 deleted succesfully,WARNING,com.nubits.nubot.trading.wrappers.CcedkWrapper,clearOrders,Mar 10 2015 02:54:02.332 UTC
Order 3190189 deleted succesfully,WARNING,com.nubits.nubot.trading.wrappers.CcedkWrapper,clearOrders,Mar 10 2015 02:54:03.374 UTC
CCEDK uses global TX fee  currency pair not supported.now calling getTxFee(),WARNING,com.nubits.nubot.trading.wrappers.CcedkWrapper,getTxFee,Mar 10 2015 02:54:08.416 UTC
Strategy - Submit order : BUY side order :  BUY 2.5392 NBT @ 0.00341046 BTC,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegUtils,initOrders,Mar 10 2015 02:54:08.417 UTC
Strategy - BUY Response1 = 3190226,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegUtils,initOrders,Mar 10 2015 02:54:09.028 UTC
Strategy - Submit order : BUY side order :  BUY 1.6328 NBT @ 0.00341046 BTC,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegUtils,initOrders,Mar 10 2015 02:54:14.423 UTC
Strategy : BUY Response2 = 3190237,WARNING,com.nubits.nubot.tasks.strategy.StrategySecondaryPegUtils,initOrders,Mar 10 2015 02:54:14.826 UTC
Wall shift successful,INFO,com.nubits.nubot.tasks.strategy.StrategySecondaryPegTask,notifyPriceChanged,Mar 10 2015 02:54:21.286 UTC
javax.net.ssl.SSLHandshakeException: sun.security.validator.ValidatorException: PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,SEVERE,com.nubits.nubot.pricefeeds.CoinbasePriceFeed,getLastPrice,Mar 10 2015 02:54:21.374 UTC
Error while updating BTC price from coinbase,WARNING,com.nubits.nubot.pricefeeds.PriceFeedManager,getLastPrices,Mar 10 2015 02:54:21.375 UTC
Tue Mar 10 02:54:21 GMT 2015 blockchain BTC 291.31 USD 0.00345508 0.00341046 ,WARNING,com.nubits.nubot.tasks.strategy.PriceMonitorTriggerTask,computeNewPrices,Mar 10 2015 02:54:21.375 UTC

,INFO,com.nubits.nubot.tasks.SubmitLiquidityinfoTask,checkOrders,Mar 10 2015 02:54:53.610 UTC
javax.net.ssl.SSLHandshakeException: sun.security.validator.ValidatorException: PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,SEVERE,com.nubits.nubot.pricefeeds.CoinbasePriceFeed,getLastPrice,Mar 10 2015 02:57:01.360 UTC
Error while updating BTC price from coinbase,WARNING,com.nubits.nubot.pricefeeds.PriceFeedManager,getLastPrices,Mar 10 2015 02:57:01.361 UTC
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.strategy.PriceMonitorTriggerTask,verifyPegPrices,Mar 10 2015 02:57:01.544 UTC
